text,label
"Mudik Dilarang, Begini Cara Atur Uang Jalannya yang Tak Dipakai",0
RSPI SS: Butuh 20 Set APD Rawat 1 Pasien Corona untuk Dokter-Cleaning Service,0
"Sempat Menolak, Pedagang Pasar Cileungsi Bogor Akan Rapid Test Selasa Depan",0
"7 Mobil Parkir Bertahun-tahun di Bandara Soetta, Ada Milik Eks Pejabat",0
Anies Terima Piagam DKI Jadi Provinsi Covid-19 Tertinggi,1
Buntut Panjang Ribut-ribut di Kedai Tuak Diduga Bisnis Wanita Malam,0
WINNER Jadi Oppa-oppa Over Protektif di MV 'Hold',0
"Pandemi Corona, PN Jaksel-Rutan Pondok Bambu Gelar Uji Coba Sidang Online",0
Aksi Bengis ART Kepercayaan ke Anak Majikan,0
Begini Jadinya Kalau Model Korea Lahap Makanan Warteg Pakai Tangan,0
Polisi Tembak Residivis Pembobol SD Tamamaung Makassar,0
"Serahkan Soal SKD, Nadiem Harap CPNS yang Berintegritas-Berjiwa Wirausaha",0
Akun Instagram Mengatasnamakan Bank Jateng,1
Pesan Polri untuk FPI dkk yang Gelar Aksi 212 Besok,0
Hati-Hati Daging Manusia Impor dari China,1
Foto Suasana Demo Anti Vaksin di Prancis,1
Sopir Truk Kecelakaan Maut di Balikpapan Dihukum Mati,1
Ini Hasil Lengkap Ratas Jokowi dengan Sederet Menteri soal Virus Corona,0
Foto Nelayan dan Ikan Jumbonya Ini Berasal dari Tahun 1900,1
Akhir Polemik 'Musala' di Minahasa Utara,0
Mendagri Minta TNI-Polri Perkuat Pengamanan di Timika Papua,0
22 Mei Ulang Tahun PKI,1
Wakil Presiden Gibran Rakabuming Raka Terlibat Judi Online,1
"Slipknot Jadi Headliner, Hammersonic Harap Penonton Bisa Jaga Jarak",0
Pemkot Bogor Akan Cabut Izin Operasi Pertokoan Jika Masih Buka Saat PSBB,0
Pengusaha Khawatir Kerusuhan Seperti 1998 Terulang,0
Lowongan Kerja Mengatasnamakan PT Bank Tabungan Negara (Persero) Tbk,1
Pria Lain di Balik Aksi Kejam Zuraida Habisi Nyawa Hakim Jamaluddin,0
Nikita Mirzani: Gue Suka Banget Dibilang Rebel,0
"Situs Resmi COVID RI: 15.438 Kasus Positif, 3.287 Sembuh, 1.028 Meninggal",0
"Lagi Ngetren, Ini Plus Minus Masker Scuba Dibanding Masker Katun",0
Dokumen WHO Terkait Anjuran Tidak Menggunakan Masker Selama Pandemi Covid-19,1
"Terjebak Virus Corona, Pasangan Australia Memesan Anggur Menggunakan Drone",1
"H+1 Idul Fitri, Jalanan Masih Kosong",0
"Naik Lagi, Harga Emas Antam Hari Ini Jadi Rp 920.000/Gram",0
Salah Transfer Uang Mengatasnamakan Polres Pasuruan Kota,1
Amazon Setop Penjualan Masker N95 untuk Masyarakat Umum,0
Video Pasien Meninggal 15 Menit setelah Divaksin,1
"#WeLoveYouBlackArmy, Dukungan Fans BTS untuk Gerakan Black Lives Matter",0
Aktivitas Sesar Batui dan Balantak di Sulteng Picu Gempa,1
Kisah Para Tentara yang Dihukum Gegara Istri Posting Hina Pemerintah,0
Polisi Sebut Penyerangan AEON Mall Jakarta Garden City Aksi Spontanitas,0
Mengenal Lagi Pentingnya Fitur Electronic Stability Control,0
"Stok Menipis, Warga Wuhan Ricuh Rebutan Makanan di Supermarket",0
Menag:Mulai Sekarang Adzan & Ceramah Dilarang Menggunakan Toa,1
Masak Apa Hari Ini : Kare Ayam dan Jamur Goreng Tepung,0
Promosi Berhadiah Uang Rp1 Miliar Tahun 2025 Mengatasnamakan Bank Syariah Indonesia,1
Luhut Buka-bukaan Imbas Corona ke Ekonomi RI,0
“Ribut Terus tentang MK Sampai Gak Pada Sadar Bahwa Tarif Listrik Naik Kurang Lebih 20% Tanpa Pengumuman Lagi”,1
Orang Papua Kembali Menjadi Korban Kekerasan Penembakan Kepolisian Kolonial Indonesia,1
"Kalau Rossi Pensiun dari MotoGP, Akankah Penjualan Yamaha Drop?",0
"Gandeng Benih Baik, BRI Donasi Rp 124 Juta untuk Lestarikan Alam",0
"Turis Asing Tiarap, Turis Lokal Batal Berlibur",0
"Toko Emas di Tamansari Jakbar Disatroni Perampok Bersenpi, Warga Kena Tembak",0
"Tren Makanan 2020 Makanan Probiotik Diprediksi Kian Populer, Ini 5 Sumber Probiotik",0
Rakyat Cina Mendaftar DPT Pemilu di Surabaya,1
Perahu Terbalik di Bendungan Jatiluhur,1
"Kota Bogor Diterjang Angin Kencang hingga Rumah, Mobil dan Kaca Mal Semua Pecah",1
Kondisi Glenn Fredly Menurun 3 Hari Sebelum Meninggal,0
"PDP Corona Sumbar Meninggal, Dokter: Diduga Terpapar Anak Bolak-balik Jakarta",0
Facebook Akuisisi Postingan Penggunanya,1
Modus Pembiusan Perempuan di Mangga Dua,1
Try Sutrisno Wakil Presiden ke 6 Meninggal Dunia,1
"Warga Khawatir Terjangkit, WNI dari Wuhan Dijamin Tak Bawa Penyakit",0
Pulau Ambon dan Seram akan Tenggelam ke Palung Laut,1
"Sebelum Beri Keputusan, Ratu Berbincang Berdua dengan Pangeran Harry",0
Tautan untuk Mendaftar Seleksi CPNS 2025,1
Penampakan Foto dan Data Harun Masiku Hilang di Google dan Situs KPK,1
Intel Pamer Chip Grafis Raksasa,0
Panji Gumilang Memperjualbelikan Santrinya Senilai Rp4 Miliar,1
Foto Seorang Bocah Mengambil Batu untuk Membalas Tentara India yang Menembak Kakeknya,1
Pemerintah Provinsi DKI Jakarta Mulai Melaksanakan Uji Coba Penerapan ERP pada 25 Januari 2023,1
"Selain Investasi Natuna, RI-Jepang Juga Akan Kerja Sama soal Coast Guard",0
Di Yaman Prabowo Sandi Menang,1
Perbandingan Antara Darah Orang yang Terinfeksi Virus Corona dengan Orang Sehat,1
Herannya Jokowi Luas Hutan Terbakar Bertambah: Jangan Seperti Australia,0
Marinir Amerika Serikat Mendukung Papua Lepas dari NKRI,1
"Yuk Ikut Kelas Musik Gratis bareng Armand Maulana dan 3 Artis Lain, Daftar di Sini",0
Menko Jokowi Blak-blakan Jawab Kritik Keras soal Kartu Pra Kerja,0
"Anggota DPR RI, Mulan Jameela Tempuh Sekolah Dasar 3 Tahun",1
Berapa Banyak Turis Datang ke Bali Selama Tahun 2019?,0
"Gambar Tangkapan Layar Artikel Liputan6.com “Tertangkap Warga, Maling Motor Ini Mengaku Seorang CEBONG Pendukung Jokowi”",1
Mahfud MD Nonaktifkan 72 Anggota DPR RI,1
Satwa Kuasai Jalanan India,0
Johnny G. Plate dan Istri Surya Paloh Terbukti Sekongkol,1
"Selain Cantik, 5 Idol Korea Ini Juga Jago Masak Lho!",0
"Mengenang Adam Schlesinger, Musisi yang Meninggal Dunia karena Corona",0
Infografis Manfaatkan Vaksin Covid-19 Gratis dari Kemenkes,1
Undangan Launching Program Baru MNC Peduli,1
"Wanita Sholat di Bandara, Sepatu Ditukar dengan Alas Kaki Berisi Narkoba",1
Si Seksi Lucia Riveria yang Kini Jomblo Usai Putus dengan Marquez,0
Undangan Rapat Kerja Peningkatan Kinerja Tenaga Kesehatan Mengatasnamakan Wakil Direktur Pelayanan Medik dan Keperawatan RSUD Dr. Soetomo dan Ditjen Yankes,1
Pasien Virus Corona di Rumah Sakit Wahidin Didampingi Gubernur,1
"Tara Basro Unggah Foto Tanpa Busana, Ini Perjalanan Kariernya",0
Erix Soekamti Bahagia Kembali Menikah,0
China Akan Masuk Indonesia Dengan Alasan Mengamankan Harta yang Mereka Pinjamkan,1
Gambar Pesawat Rusak Kebanggaan Indonesia,1
"Pemerintah Siapkan Skenario New Normal Buat PNS, Seperti Apa?",0
Tautan Pengumuman Penerimaan PPPK,1
"Divonis Idap Tumor Tiroid, Thalita Latief Minta Doa",0
"Smart Speaker Unik, Dirancang Untuk Suara Orang Indonesia",0
Putri Pendiri WEF Bicara akan Terjadi Lockdown Permanen,1
Masak Apa Hari Ini : Nangka Muda dan Ayam Bumbu Kuning yang Gurih Berempah,0
Sssttt...Honda Siapkan SUV Baru Penantang Rocky-Raize,0
Pesan Berantai Mengatasnamakan Blood for Life Indonesia (Blood4LifeID),1
Susilo Bambang Yudhoyono Berhasil Ditangkap oleh Pihak Kepolisian,1
Sperma Mampu Memperhalus Kulit Wajah,1
"Bikin Musik dengan Garam hingga Sumpit, Memang Bisa?",0
Mau Ikut Asuransi Tapi Takut Kasus Jiwasraya Terulang? Ini Tipsnya,0
Kurma Harus Dicuci Bersih Karena Mengandung Virus Corona yang Berasal dari Kelelawar,1
Akun WhatsApp Mengatasnamakan Pj Gubernur Jawa Tengah Nana Sudjana,1
Video 500 Ribu Warga Austria Antri Masuk Islam,1
Trump Kritik Kemenangan 'Parasite' di Oscar 2020,0
Sulteng Morowali Waspada Waktu Tiba Gelombang Dapat Berbeda,1
Mengatasi Tersedak dengan Menepuk Punggung,1
"Update Corona Per 22 Mei: 20.796 Positif, 5.057 Sembuh, 1.326 Meninggal",0
LinkAja Pakai Alat Pemindai Wajah untuk Verifikasi Penerima Bansos,0
BRI Bagikan Subsidi Pengentasan Kemiskinan dari Pemerintah Rp5 Juta,1
Terungkap! Polisi Pastikan Lina eks Sule Meninggal karena Sakit,0
Viral Pengemudi Nyetir Berdiri Sambil Buka Pintu Mobil di Tol Makassar,0
Akun WhatsApp Mengatasnamakan Sekda Kabupaten Bandung Barat,1
Pasien Covid selalu Meninggal di Rumah Sakit,1
Mencabut Gigi Atas Dapat Menyebabkan Kebutaan,1
Video Musik Baru Harry Styles yang Penuh Kesegaran Semangka di Siang Hari,0
Dunia Setujui Vaksin Nusantara,1
"Polisi Dilarang Tutup Warkop, Pemko Banda Aceh Ingatkan Pedagang Jaga Jarak",0
"Cegah Corona, Polda Kalteng Gelar Rapid Test Massal di Pasar Kahayan",0
"Pemain Musikal 'Phantom of the Opera' Positif Corona, Gelaran Tur Korea Dibatalkan",0
"Lokasi HAARP di Dunia, Salah Satunya Sumatera Barat",1
Pembegalan di Simpang Sei Sikambing Medan,1
Foto-Foto Gua Misterius dan Benua Lain di Antartika,1
Sumsel Dipastikan Bakal Jadi Andalan Penyuplai Listrik se-Sumatera,0
Pupuk Indonesia Salurkan Bantuan APD ke RSUD Cengkareng,0
"Wisata Arung Jeram Rugi Rp 6,9 Miliar, Hanya Mampu Bertahan 3 Bulan",0
Terjadi KLB Penyakit Difteri di Provinsi DKI Jakarta dan Provinsi Jawa Barat pada Juli 2025,1
Jepang Tolak Ajakan Australia Perangi Indonesia,1
Arteria Dahlan Dipaksa Korupsi oleh Sri Mulyani,1
ASDP Pangkas Belanja hingga Sisa Rp 900 M demi Bertahan dari Corona,0
Terjadi Penyerangan Masjid usai Salat Tarawih di Lombok Tengah,1
"Rp 3,5 T Buat Gratiskan Listrik, Begini Rincian Perhitungannya",0
"Video Gus Miftah Berkata: ""Bukan Nabi, Boy!""",1
Jackie Chan Terkena Virus Corona,1
Video Kedatangan Habib Rizieq Shihab Tiba di Indonesia,1
Jang Youn Cho Resmi Diangkat sebagai Rektor UNJ,1
Video Presiden Jokowi Hilang Kesabaran akibat Ucapan Rocky Gerung,1
Sunat Sejak Bayi atau Balita Sebabkan Anak Tidak Tumbuh Tinggi,1
Akun Facebook Mengatasnamakan Wakil Bupati Probolinggo,1
Penampakan Hantu Leak yang telah Memakan Bayi,1
Akun Facebook Mengatasnamakan Gubernur Kalbar Sutarmidji,1
"Update Corona di RI Per 1 Mei: 10.551 Positif, 1.591 Sembuh, 800 Meninggal",0
"Luhut cs Rapat soal Pembiayaan Ibu Kota Baru, Ini Hasilnya",0
Podcast Tolak Miskin: Rela Potong Gaji Demi Tapera?,0
Ahmad Dhani Terima Tantangan Diskusi Jerinx dengan Syarat Ini,0
3 Pejabat Polri Lolos Seleksi Jabatan Deputi Penindakan KPK,0
Pesan Berantai Mengatasnamakan Astrid - Sekretaris 1 Satgas Covid Pusat,1
"Imbas Corona, F1 2020 Hanya Akan Gelar 15 hingga 18 Balapan",0
Makanan MBG di Indonesia Terkontaminasi Bangkai Ular,1
Presiden Joko Widodo Mengunjungi Al-Zaytun,1
Prabowo akan Penjarakan Anggota DPR yang Tolak RUU Perampasan Aset,1
Mendeteksi Stroke dengan Menggerakkan Jari Tangan,1
Pertolongan Pertama pada Serangan Jantung dengan Membuat Batuk Secara Berulang-ulang,1
"Duel Gegera Ditegur Tempat Kerja Kotor, Seorang Pekerja di Sumsel Tewas",0
"Pantau Banjir, Aplikasi untuk Memantau Banjir di Jakarta",0
Menag Minta Umat Tenang Hadapi Penistaan Agama oleh Jozeph Paul Zhang,1
Pesan WhatsApp Mengatasnamakan Kepala Satuan Polisi Pamong Praja (Satpol PP) Lebak Minta Uang Rp15 Juta,1
Megawati dan Presiden Jokowi Resmi Memilih K.H. Said Aqil Menjadi Cawapres Ganjar Pranowo,1
Pesan Berantai Penawaran Tiket Promo Investasi,1
"Komisi Pemilihan Umum: Fungsi, Tugas hingga Daftar Ketua KPU",0
Adik Ipar Jokowi Terseret Kasus Suap,1
Pesan WhatsApp Mengatasnamakan Kepala Kantor Kemenag Kabupaten Kulon Progo,1
"Usai Pemakaman Ashraf, BCL Kembali ke Rumah untuk Tahlilan",0
Warga Bali Dilarang Jual Babi Guling dan Alkohol,1
"Bunga Acuan BI Ditahan di Level 4,5%",0
Imbauan Brigjen Krishna Murti pada Akun Instagram,1
502 Triliun Anggaran Covid-19 Dialihkan untuk Kartu Prakerja,1
Pembagian Tanaman Gratis oleh Kementerian Lingkungan Hidup dan Kehutanan,1
Larangan Beli BBM Bersubsidi jika Telat Bayar Pajak,1
"Berkurang 4, Jumlah WNI yang Dievakuasi dari Wuhan China Jadi 241 Orang",0
Infografis “Investigasi Majalah Tempo Simpulkan Pemerintah RI dan PSSI Tolak Kedatangan Timnas Israel”,1
"Emilia Clarke Janjikan Kencan untuk Donatur Virus Corona, Ini Profilnya",0
Melihat Cara Hidup Orang Mentawai yang Masih Tradisional,0
Foto Desa Terkubur nan Mempesona dari Dubai,0
Tautan Bantuan Alat Pertanian 2025 dari Kementerian Pertanian,1
Memanggil Nama Seseorang Ketika Dirinya Sedang Tidur Menyebabkan Kerusakan Otak,1
Chatbot WhatsApp Andalan Berbagai Negara di Tengah Wabah Corona,0
Gus Ali Pengasuh Ponpes Bumi Sholawat Meninggal,1
Video Presiden Prabowo Turun ke Lapangan untuk Mengecek Pagar Laut,1
Sebaran 380 Kasus Baru Positif Virus Corona di Indonesia 16 April,0
Pesan Berantai Link Pendaftaran Prakerja,1
"Soal Inisial BN, Bella Nova: Bang Hotman Kan Pacarnya Banyak",0
Lukisan Michelle dan Barack Obama Diboyong Tur Keliling,0
Foto Bule Minta Diberi 1 Dolar atau Ancam Pilih Jokowi 10 Periode,1
Indonesia Keluar dari AFF dan Pindah ke EAFF,1
Akun WhatsApp Mengatasnamakan Pjs Bupati Banggai Laut,1
Cerita di Balik TikTok 'Goyang Ubur-ubur' Anies Bareng Anggota DPRD DKI,0
Uniknya Campuran Budaya Dayak di Karya-karya Liffi Wongso,0
Pemerintah Diminta Tingkatkan Kapasitas Bakamla agar Jadi Coast Guard,0
MPR Ingatkan Pemerintah Cari Solusi Jelang 'Nyadran' di Tengah Corona,0
Kemenhub Galang Dana Bantu Korban Kebakaran Rumah di Toli-Toli,0
Surat Edaran Ajakan Umat Katolik pada Pilkada Sintang Kalbar,1
"Wakil JA Arminsyah Meninggal Kecelakaan, Jaksa Agung Merapat ke Rumah Duka",0
"Terbukti Menjadi ""Beking"" Ponpes Al-Zaytun, Ngabalin Ditangkap Densus 88",1
"Truk Hantam Motor di Samarinda Ilir, 2 Orang Tewas",0
"Berat, Jokowi Bicara Ekonomi Bakal Merosot Tajam",0
PKI Telah Melancarkan Aksinya,1
Bantuan Sosial Tunai Rp175 Juta Mengatasnamakan Kementerian Sosial,1
"Tawuran Terjadi di Kemayoran Jakpus Subuh Tadi, Polisi: Tak Ada Korban",0
Melihat Megahnya Tulang Punggung Listrik Kota Jakarta,0
Kementan Tetap Cek Rekomendasi Impor Bawang Putih dan Bombai,0
Akun WhatsApp Kepala Seksi Pidana Umum Kejaksaan Negeri Bengkalis,1
Pertamax Berisi Pertalite,1
"Jangan Khawatir, Pelayanan SIM Tetap Buka di Tengah Pandemi Corona",0
Sri Mulyani Akui akan Sulit Bayar Utang jika Harga BBM Tidak Naik,1
5 Tanda Penis Tak Normal yang Sebaiknya Diperiksakan ke Dokter,0
Warner Bros Tunda Produksi Film Elvis Presley yang Dibintangi Tom Hanks,0
"Fokus Bantu KPK, Polri Kerahkan 34 Polda Cari Harun Masiku",0
Penawaran Kerja Mencatut Nama Jobstreet,1
Terbongkar! Begini Geliat Artis Nanie Darham dalam Pusaran Narkoba,0
"Ini Penampakan 5 Buah Jumbo di Dunia, Ada yang Beratnya 1 Ton!",0
"Kominfo Bekerjasama dengan Kemenkop UKM Memberikan BLT Sebesar Rp 6,8 Juta",1
Khofifah Minta Hafidz-Hafidzah se-Jatim Doakan Corona Segera Berlalu,0
Bocah Palestina Menantang Tentara Israel,1
Kapolri Diperintahkan untuk Memenjarakan Megawati Soekarnoputri,1
Pemerintah Perlu Awasi Ketat Angkutan Umum Saat New Normal,0
"Video Ekonomi Makin Hancur & Terlilit Utang, Jokowi Terancam Serahkan Indonesia pada China",1
"Galeri Foto Sebelum Prank Sembako 'Sampah', Ini Aksi Ferdian Paleka Saat Samyang Challenge",0
Pengusaha Minta Sopir hingga Kernet Bus Dapat BLT dari Jokowi,0
Jujur! Karya Jawara Kontes Foto Alam Ini Bikin Mata Takjub,0
"Arti Kata Permainan ""Latto-latto"" Berarti ""Aku Yahudi""",1
Dana Bantuan Langsung Tunai Sebesar Rp2.700.000 Mengatasnamakan BSSN,1
"Jokowi : Tidak Perlu Dibesar besar kan, Penusukan Ustad Ali Djaber Itu Kriminal Biasa. Ustad Juga Ndak Sampai Mati",1
"Banjir Mulai Surut, Menkes Terawan Fokus Antisipasi Penyakit Kencing Tikus",0
IHSG Diproyeksi Melemah Lagi,0
Potret Wisata Adrenalin di Perbukitan Patiayam,0
Tabel Jadwal Perilisan Varian Covid-19,1
"Kejutan! Tampil di Karaoke Online Disney, Beyonce Apresiasi Tenaga Medis",0
"Mantul! Harga BBM Turun, Ini Daftarnya",0
Apple Bikin AR Glasses Bentuknya Kacamata Biasa,0
"Usai Ditangkap karena Ganja, Dwi Sasono Kangen Ketemu Anak",0
Kejadian Kapal Feri Tenggelam Jam 2 Siang Hari Ini,1
Ini Tim Bentukan Anies untuk Pengadaan Tanah Sodetan Ciliwung,0
Presiden Prabowo Pecat Seluruh Pimpinan KPK karena Gagal Tahan Hasto,1
Indonesia Gabung Rusia dan Iran untuk Serang Israel,1
Adly Fairuz Cucu Wakil Presiden Ma'ruf Amin,1
Survei Masyarakat untuk Publikasi Data BNPT,1
Akun Facebook Mengatasnamakan Bupati Sukabumi,1
Giveaway Tebus Murah iPhone Melalui Akun Instagram @disnakerbogorkab,1
"Imbas Corona, Okan Cornelius Tunda Program Bayi Tabung",0
"Pembukaan Masa Sidang, DPD Soroti Persoalan Banjir di Jabodetabek",0
"Per 21 April RS Darurat Wisma Atlet Rawat 669 Pasien, 548 Positif Corona",0
"Kominfo Bakal Blokir Bioskopkeren, Streaming Film Serupa IndoXXI",0
"Cuaca Buruk, Kapal Bermuatan 11 Nelayan Karam di Bantaeng Sulsel",0
Presiden Prabowo Teken SK Pemecatan 55 Pejabat Kepala Daerah,1
Sodetan Ciliwung Bidara Cina: Dari Zaman Ahok Hingga Anies,0
Seorang Pelajar Meninggal karena Keracunan Permen,1
Video Mahasiswa Babak Belur Dipukul Polisi Saat Aksi Demo RUU KUHP,1
"Hasil Swab Negatif, 51 Tenaga Medis RSUD Kota Bogor Kembali Bertugas",0
Akun WhatsApp Mengatasnamakan ASN Dinsos P3A Kabupaten Lumajang,1
Penculikan Anak SD di Tanjung Selor,1
Negara Cina Buat Kantor Polisi di Indonesia,1
TSMC Kebanjiran Pesanan Chip 5G Meski Wabah Corona,0
Periode Terakhir! Buruan Ikutan 'THR Detik Ini Juga' Bareng Smartfren,0
Pernyataan Perkumpulan Dokter Eropa Covid-19 Tak Berbahaya,1
Game Gratis di Tanggal 29-30 Februari 2019,1
"Prabowo: Kadang Harus Mundur Tapi Bukan Menyerah, Kita Berjuang Lagi 2024",1
Nyanyian Lagu Bengawan Solo di Penutupan Olimpiade Tokyo,1
Video Pemakaman Tanpa Pelayat di Kediri,1
"14 Pasien Baru Positif Corona dari Jakarta, Anies: Kota Ini Berisiko Tinggi",0
Microwave Dapat Merusak Kandungan Gizi pada Makanan,1
Akun WhatsApp Mengatasnamakan Wakil Gubernur DKI Jakarta Rano Karno,1
Pengungsi Rohingya Bakar Gudang di Aceh karena Tidak Diberi Uang,1
"Usai Putranya Lahir, Ahok Tinggalkan RSIA Bunda Menteng",0
Melihat Gaya Para Anjing yang Bikin Gemas di Karnaval Brasil,0
Hacker Masuk WhatsApp Menempatkan Video Seks/Porno,1
Pengacara Surati Polri Minta Laporan Salah Tangkap Sopir Taksi Online Ditindak,0
Peta Politik 9 Fraksi DPR di Isu Kenaikan Ambang Batas Masuk Parlemen,0
"Vonis Koruptor di 2019 Dinilai Ringan, KPK Minta MA Buat Pedoman Pemidanaan",0
"Ibunda Meninggal Dunia, Jokowi Terbang ke Solo",0
"Jadi Penyidik KPK, Novel Baswedan Ungkap Berkali-kali Diteror",0
Polisi Duga Perampok Miminarket di Taman Sari Juga Pelaku Curanmor,0
"Diduga Sakit, Pria di Jaksel Ditemukan Tewas Dalam Kamar",0
Pesan Berantai Tentang Penangkapan Ranmor di Wilayah Gondang Ngepeh Bojonegoro Mengatasnamakan Polsek Kenjeran,1
China Sembuh dari Covid-19 Tanpa Vaksin,1
Hak Politik Walkot Medan Nonaktif Dzulmi Eldin Dicabut Selama 4 Tahun,0
"PSA Group Pinjam Uang USD 3,3 Miliar Demi Lewati Pandemi Corona",0
Presiden Jokowi Jebloskan Ganjar ke Penjara,1
"Terpukul Corona di Akhir Maret, Penjualan Toyota Anjlok",0
Indonesia Jadi Negara dengan Kasus Covid-19 Terbanyak,1
"Gokreator, Platform Konten Kreator dengan Konsep Uang Tip",0
Lowongan Kerja Mengatasnamakan Telkom Indonesia,1
Versi Baru Macbook Pro 13 Inch Dirilis Pakai Magic Keyboard,0
"Pria Ngamuk, Pukulkan Golok Berkali-kali ke Mobil Patroli Polisi",0
"Bulan Januari, Viking Bakar-bakaran",0
Nadiem Tegaskan Berbagi Uang Pengadaan Laptop Rp11 Triliun dengan Jokowi,1
Lowongan Pekerjaan PT PLN Sumatera Utara,1
"Corona Bikin Ekonomi Nyungsep, Bagaimana Nasib THR Lebaran?",0
Anak PKI Bertemu Presiden  Jokowi untuk Membahas Cara Menentang Rakyat yang Tak Setuju PKI,1
Tonton Sekarang! d'Master Class Musik di Rumah Pakai Alat Seadanya!,0
"Beraksi di 26 Lokasi, 4 Begal di Medan Ditembak Polisi",0
Situs Mengatasnamakan Microsoft yang Melayani Upgrade Sistem Operasional Windows 11,1
Klaim Dua Dokter Amerika Terkait Covid-19 Tidak Mematikan,1
Vaksin Covid-19 Dapat Menular Melalui Hubungan Seksual,1
Widi Mulia Sudah Jenguk Dwi Sasono Dua Kali,0
"Permintaan BBM Anjlok, Pertamina: Terendah Sepanjang Sejarah",0
44 Karyawan PT. Bakrie Autoparts Positif Corona,1
Video Menteri PUPR Telepon Kepala BPJT soal Kenaikan Tarif Tol,0
Video Bayi Terlahir Cacat Akibat Vaksin Covid-19 di India,1
"Iridologi, Check-up Kesehatan Lewat Mata",1
"Datangi Kantor Airlangga, DPR Cek Persiapan New Normal",0
"Bank Selain Mandiri yang Error, Tidak Bisa Tarik Tunai",1
"Akun Facebook Palsu Mengatasnamakan Siber Polri, DOI-Ditsiber Online Indonesia",1
Pembukaan Program Keluarga Harapan Tahap 2 Mengatasnamakan Kementerian Sosial RI,1
Ternyata TNI Sudah Siap Ambil Alih Tugas KPU Jika Terdapat Kecurangan Dalam Penghitungan Suara di Pemilu 2019,1
Mengikat Luka Gigitan Ular Berbisa Agar Racun Tidak Menyebar,1
Video Erupsi Gunung Berapi Sinabung di Indonesia,1
Viral Kabar Panti Pijat Jakarta Diisolasi Gegara Corona Ternyata Hoax,0
Gol-gol Man United yang Pecundangi Man City,0
Ini Biang Kerok Banyaknya Tenaga Honorer di RI,0
"Istigasah Online Lawan Corona, PBNU: Berdoalah, Allah Akan Mengabulkan",0
Surat Pembekuan Rekening Keuangan Pribadi Mengatasnamakan OJK,1
Video Iriana Jokowi dan Panglima Dayak Pimpin Ribuan Massa Kepung Rumah Rocky Gerung,1
Sopir Logistik Ikan Dipukul Petugas Covid 19,1
Banjir Enam Meter Telan 98% Kota Batam,1
Menkeu Sri Mulyani Mengundurkan Diri,1
Polisi: Gedung Ambruk di Slipi Tak Pernah Dirawat Sejak 1997,0
Instalasi Batu Gabion Terpasang Lagi di Bundaran HI,0
Luhut Tak Mau Lockdown Tanpa Ada Vaksin,0
"Kapolri Sebut 'Pendukung Prabowo yang Tidak Mengakui Pelantikan Presiden Jokowi, Tangkap!'",1
"Selain iPhone 4, iPhone 6 Plus Jadi Barang Bukti Kasus Reynhard",0
"Kabar Baik, Kepala Dinas LH Kota Bekasi Sembuh dari Corona",0
Menhan Prabowo Murka akibat Jadi Korban Kebijakan Presiden Jokowi,1
"Antara Bill Gates, Vaksin Virus Corona, dan Implan Microchip",0
Sweeping Etnis China di Singkawang Kalimantan Barat,1
"Tren Makanan 2020 Diprediksi Jadi Tren Terbaru, Ini 5 Jenis Susu Nabati yang Sehat",0
Klarifikasi Indira Kalistha Yang Remehkan Corona,0
Presiden Joko Widodo akan Membentuk Badan Kriptozoologi dan Pantau Seluruh Aktivitas Ponsel,1
"Sempat Berbohong, Pasien Thailand Ini Positif COVID-19",0
"Ibadah Pelepasan Glenn Fredly Digelar, Mutia Ayu Gendong Anak di Sisi Peti",0
Video dan Foto PKI Latihan Perang,1
Akun Twitter Luhut Binsar Pandjaitan,1
Lucinta Luna yang Tak Usai Tebar Sensasi,0
"Amankan Vanessa Angel-Bibi, Polisi Temukan Psikotropika",0
Potret Ribuan Penduduk Wuhan yang Mulai Meninggalkan Rumah,0
Aturan 5 Hari Kerja Dihapus dalam Omnibus Law RUU Cipta Kerja!,0
Video Khabib Nurmagomedov Tendang Sabuk Juara Ferguson,0
Penjual Empon-empon: Sejak Pak Jokowi Ngomong Corona Langsung Laris,0
Banjir di Halaman Pondok Pesantren Gontor,1
Pemerintah Kota Solo Adakan Program Tambal Ban Online Gratis,1
Sebaran 16.006 Kasus Positif Corona di 34 Provinsi Per 14 Mei,0
"Cegah Corona di Ambon, Disinfektan Disemprotkan Pakai 2 Water Cannon",0
Nasib WNI Dikarantina Gegara Virus Corona,0
"Terbang Lintas Negara, Merpati Ini Disangka Mata-Mata",0
Sungailiat Triathlon Dongkrak Industri Pariwisata di Bangka,0
Zoom Sembunyikan ID Rapat untuk Cegah Zoom Bombing,0
Hadiah Uang Tunai Program Semarak Lazada 2020,1
Video Wali Kota Surabaya Risma Dibaptis,1
"Wisata Lesu, Pajak Hotel dan Restoran di Jabar Dikurangi",0
Pabrik iPhone di China Dibuka Kembali,0
Tulisan Mencatut Nama Dahlan Iskan,1
Kematian akibat Vaksin Lebih Banyak Dibandingkan Covid-19 di Skotlandia,1
Deretan Kapolsek Terjerat Narkoba dari Jakarta hingga Sumut,0
"Imbas Corona, Ada 1.509 Pidana Umum-7 Perkara Korupsi Disidangkan Secara Online",0
"Ajukan Calon Suami, Ria Ricis Belum Kantongi Restu Keluarga",0
"Hoax Kompensasi Listrik, Pilot dan Pramugari Dirumahkan",0
Cara Eko Patrio Bagi Waktu Antara Tugas DPR dan Syuting,0
